date,day_of_week,is_weekend,is_holiday,season,temperature,rain,local_event,past_demand_1day,past_demand_7day,target_demand
2026-03-01,Sunday,1,0,Spring,7.6,0,0,72,79,80
2026-03-02,Monday,0,0,Spring,9.4,1,0,80,70,79
2026-03-03,Tuesday,0,0,Spring,8.7,0,0,79,87,73
2026-03-04,Wednesday,0,0,Spring,2.3,1,0,73,78,79
2026-03-05,Thursday,0,0,Spring,10.7,0,0,79,79,83
2026-03-06,Friday,0,0,Spring,9.9,1,0,83,68,83
2026-03-07,Saturday,1,0,Spring,14.4,1,0,83,72,82
2026-03-08,Sunday,1,0,Spring,10.8,0,0,82,80,81
2026-03-09,Monday,0,0,Spring,7.2,1,0,81,79,59
2026-03-10,Tuesday,0,0,Spring,10.3,0,0,59,73,71
2026-03-11,Wednesday,0,0,Spring,5.0,0,0,71,79,79
2026-03-12,Thursday,0,0,Spring,7.8,0,0,79,83,80
2026-03-13,Friday,0,0,Spring,13.5,0,0,80,83,77
2026-03-14,Saturday,1,0,Spring,11.1,1,0,77,82,82
2026-03-15,Sunday,1,0,Spring,14.7,1,0,82,81,89
2026-03-16,Monday,0,0,Spring,6.2,0,0,89,59,76
2026-03-17,Tuesday,0,0,Spring,11.6,1,0,76,71,78
2026-03-18,Wednesday,0,0,Spring,11.1,0,0,78,79,69
2026-03-19,Thursday,0,0,Spring,15.5,0,0,69,80,78
2026-03-20,Friday,0,0,Spring,14.8,1,0,78,77,82
2026-03-21,Saturday,1,0,Spring,14.9,0,0,82,82,97
2026-03-22,Sunday,1,0,Spring,17.8,0,0,97,89,96
2026-03-23,Monday,0,0,Spring,12.2,0,0,96,76,89
2026-03-24,Tuesday,0,0,Spring,17.5,0,0,89,78,80
2026-03-25,Wednesday,0,0,Spring,10.6,0,0,80,69,80
2026-03-26,Thursday,0,0,Spring,10.6,0,0,80,78,81
2026-03-27,Friday,0,0,Spring,16.3,0,0,81,82,87
2026-03-28,Saturday,1,0,Spring,9.7,1,1,87,97,118
2026-03-29,Sunday,1,0,Spring,16.1,0,0,118,96,108
2026-03-30,Monday,0,0,Spring,14.8,1,0,108,89,90
2026-03-31,Tuesday,0,0,Spring,17.9,0,0,90,80,78
2026-04-01,Wednesday,0,0,Spring,14.7,0,0,78,80,89
2026-04-02,Thursday,0,0,Spring,15.2,0,0,89,81,86
2026-04-03,Friday,0,0,Spring,16.7,0,0,86,87,93
2026-04-04,Saturday,1,0,Spring,13.4,1,0,93,118,98
2026-04-05,Sunday,1,0,Spring,13.4,1,0,98,108,103
2026-04-06,Monday,0,0,Spring,17.1,0,0,103,90,101
2026-04-07,Tuesday,0,0,Spring,15.8,0,0,101,78,100
2026-04-08,Wednesday,0,0,Spring,14.8,0,1,100,89,101
2026-04-09,Thursday,0,0,Spring,16.0,0,0,101,86,93
2026-04-10,Friday,0,0,Spring,21.2,0,1,93,93,103
2026-04-11,Saturday,1,0,Spring,15.2,0,0,103,98,107
2026-04-12,Sunday,1,0,Spring,15.3,0,0,107,103,109
2026-04-13,Monday,0,0,Spring,11.7,1,0,109,101,99
2026-04-14,Tuesday,0,0,Spring,16.9,0,1,99,100,98
2026-04-15,Wednesday,0,0,Spring,19.1,0,0,98,101,100
2026-04-16,Thursday,0,0,Spring,19.8,0,0,100,93,93
2026-04-17,Friday,0,0,Spring,17.8,1,0,93,103,97
2026-04-18,Saturday,1,0,Spring,20.5,0,0,97,107,119
2026-04-19,Sunday,1,0,Spring,20.0,0,0,119,109,115
2026-04-20,Monday,0,0,Spring,21.3,0,0,115,99,98
2026-04-21,Tuesday,0,0,Spring,21.0,1,0,98,98,97
2026-04-22,Wednesday,0,0,Spring,22.9,0,0,97,100,106
2026-04-23,Thursday,0,0,Spring,17.9,1,0,106,93,93
2026-04-24,Friday,0,0,Spring,14.5,0,0,93,97,89
2026-04-25,Saturday,1,0,Spring,20.7,1,0,89,119,100
2026-04-26,Sunday,1,0,Spring,21.1,1,0,100,115,103
2026-04-27,Monday,0,0,Spring,23.7,0,0,103,98,111
2026-04-28,Tuesday,0,0,Spring,22.9,0,0,111,97,94
2026-04-29,Wednesday,0,0,Spring,25.1,1,0,94,106,86
2026-04-30,Thursday,0,0,Spring,21.2,1,1,86,93,100
2026-05-01,Friday,0,1,Spring,20.2,1,1,100,89,107
2026-05-02,Saturday,1,0,Spring,15.5,0,0,107,100,103
2026-05-03,Sunday,1,0,Spring,20.7,1,0,103,103,109
2026-05-04,Monday,0,0,Spring,18.2,0,0,109,111,105
2026-05-05,Tuesday,0,0,Spring,20.6,0,1,105,94,114
2026-05-06,Wednesday,0,0,Spring,20.3,0,0,114,86,107
2026-05-07,Thursday,0,0,Spring,21.6,0,1,107,100,105
2026-05-08,Friday,0,0,Spring,20.1,0,0,105,107,97
2026-05-09,Saturday,1,0,Spring,23.3,0,0,97,103,117
2026-05-10,Sunday,1,0,Spring,12.4,0,0,117,109,111
2026-05-11,Monday,0,0,Spring,21.3,1,0,111,105,122
2026-05-12,Tuesday,0,0,Spring,24.4,1,0,122,114,118
2026-05-13,Wednesday,0,0,Spring,26.5,1,0,118,107,119
2026-05-14,Thursday,0,0,Spring,23.2,1,0,119,105,103
2026-05-15,Friday,0,0,Spring,26.2,1,1,103,97,112
2026-05-16,Saturday,1,0,Spring,21.7,1,0,112,117,122
2026-05-17,Sunday,1,0,Spring,21.3,0,0,122,111,118
2026-05-18,Monday,0,0,Spring,23.0,0,0,118,122,114
2026-05-19,Tuesday,0,0,Spring,21.5,1,0,114,118,109
2026-05-20,Wednesday,0,0,Spring,19.2,0,1,109,119,111
2026-05-21,Thursday,0,0,Spring,20.1,1,1,111,103,106
2026-05-22,Friday,0,0,Spring,18.4,0,0,106,112,109
2026-05-23,Saturday,1,0,Spring,23.4,0,0,109,122,117
2026-05-24,Sunday,1,0,Spring,22.0,0,0,117,118,113
2026-05-25,Monday,0,0,Spring,20.9,1,0,113,114,104
2026-05-26,Tuesday,0,0,Spring,20.4,0,0,104,109,94
2026-05-27,Wednesday,0,0,Spring,23.7,0,0,94,111,107
2026-05-28,Thursday,0,0,Spring,24.5,0,0,107,106,113
2026-05-29,Friday,0,0,Spring,18.9,0,0,113,109,117
2026-05-30,Saturday,1,0,Spring,18.5,0,0,117,117,114
2026-05-31,Sunday,1,0,Spring,25.3,0,0,114,113,111
2026-06-01,Monday,0,0,Summer,18.3,0,0,111,104,114
2026-06-02,Tuesday,0,0,Summer,24.2,1,0,114,94,103
2026-06-03,Wednesday,0,0,Summer,27.4,0,0,103,107,112
2026-06-04,Thursday,0,0,Summer,27.5,1,1,112,113,113
2026-06-05,Friday,0,0,Summer,24.9,1,0,113,117,114
2026-06-06,Saturday,1,0,Summer,24.8,1,1,114,114,135
2026-06-07,Sunday,1,0,Summer,29.5,0,0,135,111,131
2026-06-08,Monday,0,0,Summer,15.8,0,0,131,114,114
2026-06-09,Tuesday,0,0,Summer,21.4,0,0,114,103,113
2026-06-10,Wednesday,0,0,Summer,25.4,0,0,113,112,116
2026-06-11,Thursday,0,0,Summer,21.9,0,0,116,113,130
2026-06-12,Friday,0,0,Summer,26.6,0,0,130,114,127
2026-06-13,Saturday,1,0,Summer,22.8,0,1,127,135,146
2026-06-14,Sunday,1,0,Summer,23.3,0,0,146,131,137
2026-06-15,Monday,0,0,Summer,22.1,0,0,137,114,114
2026-06-16,Tuesday,0,0,Summer,21.4,0,0,114,113,114
2026-06-17,Wednesday,0,0,Summer,21.3,0,0,114,116,103
2026-06-18,Thursday,0,0,Summer,23.8,0,1,103,130,130
2026-06-19,Friday,0,0,Summer,20.7,0,0,130,127,119
2026-06-20,Saturday,1,0,Summer,25.9,1,0,119,146,125
2026-06-21,Sunday,1,0,Summer,25.0,0,0,125,137,124
2026-06-22,Monday,0,0,Summer,26.3,1,1,124,114,126
2026-06-23,Tuesday,0,0,Summer,19.6,0,0,126,114,108
2026-06-24,Wednesday,0,0,Summer,17.9,0,0,108,103,109
2026-06-25,Thursday,0,0,Summer,23.0,0,0,109,130,113
2026-06-26,Friday,0,0,Summer,31.6,0,0,113,119,122
2026-06-27,Saturday,1,0,Summer,26.7,0,0,122,125,127
2026-06-28,Sunday,1,0,Summer,21.2,0,0,127,124,143
2026-06-29,Monday,0,0,Summer,24.2,0,0,143,126,117
2026-06-30,Tuesday,0,0,Summer,25.0,0,0,117,108,116
2026-07-01,Wednesday,0,0,Summer,18.7,0,0,116,109,111
2026-07-02,Thursday,0,0,Summer,26.9,1,0,111,113,107
2026-07-03,Friday,0,0,Summer,22.3,0,0,107,122,120
2026-07-04,Saturday,1,0,Summer,22.5,0,1,120,127,129
2026-07-05,Sunday,1,0,Summer,22.8,0,0,129,143,126
2026-07-06,Monday,0,0,Summer,26.1,0,0,126,117,111
2026-07-07,Tuesday,0,0,Summer,20.3,1,0,111,116,108
2026-07-08,Wednesday,0,0,Summer,17.4,0,1,108,111,111
2026-07-09,Thursday,0,0,Summer,23.5,0,1,111,107,114
2026-07-10,Friday,0,0,Summer,16.3,0,0,114,120,119
2026-07-11,Saturday,1,0,Summer,21.5,0,0,119,129,135
2026-07-12,Sunday,1,0,Summer,25.9,0,0,135,126,123
2026-07-13,Monday,0,0,Summer,24.0,0,0,123,111,117
2026-07-14,Tuesday,0,0,Summer,25.3,1,0,117,108,113
2026-07-15,Wednesday,0,0,Summer,24.0,0,0,113,111,121
2026-07-16,Thursday,0,0,Summer,29.3,0,0,121,114,119
2026-07-17,Friday,0,0,Summer,20.2,0,0,119,119,132
2026-07-18,Saturday,1,0,Summer,23.1,0,0,132,135,140
2026-07-19,Sunday,1,0,Summer,20.5,0,0,140,123,119
2026-07-20,Monday,0,0,Summer,24.6,1,0,119,117,114
2026-07-21,Tuesday,0,0,Summer,21.5,0,0,114,113,111
2026-07-22,Wednesday,0,0,Summer,26.7,0,0,111,121,123
2026-07-23,Thursday,0,0,Summer,19.9,1,0,123,119,125
2026-07-24,Friday,0,0,Summer,25.6,0,1,125,132,130
2026-07-25,Saturday,1,0,Summer,23.1,0,0,130,140,143
2026-07-26,Sunday,1,0,Summer,21.1,1,0,143,119,128
2026-07-27,Monday,0,0,Summer,22.7,0,0,128,114,112
2026-07-28,Tuesday,0,0,Summer,21.8,1,0,112,111,117
2026-07-29,Wednesday,0,0,Summer,21.9,0,0,117,123,113
2026-07-30,Thursday,0,0,Summer,20.1,0,0,113,125,117
2026-07-31,Friday,0,0,Summer,18.5,1,0,117,130,118
2026-08-01,Saturday,1,0,Summer,19.5,0,0,118,143,134
2026-08-02,Sunday,1,0,Summer,15.4,1,0,134,128,134
2026-08-03,Monday,0,0,Summer,22.8,0,0,134,112,131
2026-08-04,Tuesday,0,0,Summer,16.5,0,0,131,117,124
2026-08-05,Wednesday,0,0,Summer,19.4,0,0,124,113,104
2026-08-06,Thursday,0,0,Summer,21.9,0,0,104,117,122
2026-08-07,Friday,0,0,Summer,22.3,0,0,122,118,127
2026-08-08,Saturday,1,0,Summer,14.4,0,0,127,134,137
2026-08-09,Sunday,1,0,Summer,19.3,0,1,137,134,139
2026-08-10,Monday,0,0,Summer,20.8,0,0,139,131,126
2026-08-11,Tuesday,0,0,Summer,19.5,0,1,126,124,133
2026-08-12,Wednesday,0,0,Summer,23.2,0,0,133,104,133
2026-08-13,Thursday,0,0,Summer,16.6,0,0,133,122,125
2026-08-14,Friday,0,0,Summer,12.7,1,0,125,127,110
2026-08-15,Saturday,1,0,Summer,21.2,0,0,110,137,130
2026-08-16,Sunday,1,0,Summer,17.0,0,0,130,139,129
2026-08-17,Monday,0,0,Summer,13.2,0,0,129,126,110
2026-08-18,Tuesday,0,0,Summer,17.8,0,0,110,133,113
2026-08-19,Wednesday,0,0,Summer,21.9,0,0,113,133,121
2026-08-20,Thursday,0,0,Summer,14.2,0,0,121,125,125
2026-08-21,Friday,0,0,Summer,24.9,1,0,125,110,116
2026-08-22,Saturday,1,0,Summer,15.2,1,0,116,130,118
2026-08-23,Sunday,1,0,Summer,17.8,0,0,118,129,122
2026-08-24,Monday,0,0,Summer,13.8,0,0,122,110,122
2026-08-25,Tuesday,0,0,Summer,17.4,0,0,122,113,123
2026-08-26,Wednesday,0,0,Summer,16.7,0,0,123,121,121
2026-08-27,Thursday,0,0,Summer,12.5,0,0,121,125,121
2026-08-28,Friday,0,0,Summer,25.3,0,0,121,116,121
2026-08-29,Saturday,1,0,Summer,15.1,0,0,121,118,128
2026-08-30,Sunday,1,0,Summer,15.0,1,0,128,122,114
2026-08-31,Monday,0,0,Summer,19.2,0,0,114,122,115
2026-09-01,Tuesday,0,0,Autumn,21.6,0,0,115,123,97
2026-09-02,Wednesday,0,0,Autumn,19.4,0,0,97,121,91
2026-09-03,Thursday,0,0,Autumn,12.2,1,0,91,121,82
2026-09-04,Friday,0,0,Autumn,16.3,0,0,82,121,113
2026-09-05,Saturday,1,0,Autumn,9.8,1,0,113,128,112
2026-09-06,Sunday,1,0,Autumn,18.0,1,0,112,114,100
2026-09-07,Monday,0,0,Autumn,10.2,0,0,100,115,114
2026-09-08,Tuesday,0,0,Autumn,12.6,0,0,114,97,94
2026-09-09,Wednesday,0,0,Autumn,14.8,0,0,94,91,95
2026-09-10,Thursday,0,0,Autumn,16.0,0,1,95,82,94
2026-09-11,Friday,0,0,Autumn,13.7,0,1,94,113,115
2026-09-12,Saturday,1,0,Autumn,18.9,1,0,115,112,114
2026-09-13,Sunday,1,0,Autumn,16.3,1,0,114,100,100
2026-09-14,Monday,0,0,Autumn,15.9,0,0,100,114,89
2026-09-15,Tuesday,0,0,Autumn,10.1,0,0,89,94,82
2026-09-16,Wednesday,0,0,Autumn,18.7,0,0,82,95,82
2026-09-17,Thursday,0,0,Autumn,11.0,0,0,82,94,75
2026-09-18,Friday,0,0,Autumn,18.5,0,0,75,115,101
2026-09-19,Saturday,1,0,Autumn,19.2,1,1,101,114,123
2026-09-20,Sunday,1,0,Autumn,14.5,0,0,123,100,107
2026-09-21,Monday,0,0,Autumn,15.9,0,0,107,89,80
2026-09-22,Tuesday,0,0,Autumn,3.3,1,0,80,82,76
2026-09-23,Wednesday,0,0,Autumn,11.8,0,0,76,82,80
2026-09-24,Thursday,0,0,Autumn,15.6,1,0,80,75,73
2026-09-25,Friday,0,0,Autumn,14.9,1,0,73,101,86
2026-09-26,Saturday,1,0,Autumn,8.2,0,0,86,123,83
2026-09-27,Sunday,1,0,Autumn,10.9,0,0,83,107,94
2026-09-28,Monday,0,0,Autumn,4.0,1,0,94,80,77
2026-09-29,Tuesday,0,0,Autumn,12.6,0,0,77,76,87
2026-09-30,Wednesday,0,0,Autumn,5.6,0,1,87,80,90
2026-10-01,Thursday,0,0,Autumn,14.4,1,0,90,73,84
2026-10-02,Friday,0,0,Autumn,14.4,0,0,84,86,104
2026-10-03,Saturday,1,0,Autumn,9.3,0,0,104,83,94
2026-10-04,Sunday,1,0,Autumn,12.1,0,0,94,94,86
2026-10-05,Monday,0,0,Autumn,9.7,0,0,86,77,86
2026-10-06,Tuesday,0,0,Autumn,10.9,1,0,86,87,88
2026-10-07,Wednesday,0,0,Autumn,6.6,1,0,88,90,89
2026-10-08,Thursday,0,0,Autumn,11.8,0,0,89,84,86
2026-10-09,Friday,0,0,Autumn,4.8,0,0,86,104,87
2026-10-10,Saturday,1,0,Autumn,4.1,1,0,87,94,81
2026-10-11,Sunday,1,0,Autumn,9.0,0,0,81,86,81
2026-10-12,Monday,0,0,Autumn,8.6,0,0,81,86,69
2026-10-13,Tuesday,0,0,Autumn,9.9,0,0,69,88,73
2026-10-14,Wednesday,0,0,Autumn,7.0,0,0,73,89,89
2026-10-15,Thursday,0,0,Autumn,14.4,0,0,89,86,86
2026-10-16,Friday,0,0,Autumn,9.1,0,0,86,87,90
2026-10-17,Saturday,1,0,Autumn,9.2,0,0,90,81,97
2026-10-18,Sunday,1,0,Autumn,8.9,0,0,97,81,90
2026-10-19,Monday,0,0,Autumn,11.2,1,0,90,69,74
2026-10-20,Tuesday,0,0,Autumn,9.7,0,0,74,73,83
2026-10-21,Wednesday,0,0,Autumn,9.2,1,0,83,89,81
2026-10-22,Thursday,0,0,Autumn,9.9,0,0,81,86,92
2026-10-23,Friday,0,0,Autumn,2.1,0,0,92,90,106
2026-10-24,Saturday,1,0,Autumn,2.1,0,0,106,97,95
2026-10-25,Sunday,1,0,Autumn,7.1,0,0,95,90,92
2026-10-26,Monday,0,0,Autumn,6.6,0,0,92,74,79
2026-10-27,Tuesday,0,0,Autumn,8.7,0,0,79,83,75
2026-10-28,Wednesday,0,0,Autumn,6.9,0,0,75,81,73
2026-10-29,Thursday,0,0,Autumn,8.5,0,0,73,92,91
2026-10-30,Friday,0,0,Autumn,2.9,0,0,91,106,94
2026-10-31,Saturday,1,0,Autumn,6.4,1,1,94,95,119
2026-11-01,Sunday,1,0,Autumn,2.3,0,0,119,92,100
2026-11-02,Monday,0,0,Autumn,7.4,1,0,100,79,92
2026-11-03,Tuesday,0,0,Autumn,0.5,0,0,92,75,91
2026-11-04,Wednesday,0,0,Autumn,7.0,0,0,91,73,81
2026-11-05,Thursday,0,0,Autumn,1.4,0,0,81,91,85
2026-11-06,Friday,0,0,Autumn,4.6,1,0,85,94,91
2026-11-07,Saturday,1,0,Autumn,8.3,0,0,91,119,100
2026-11-08,Sunday,1,0,Autumn,6.2,1,0,100,100,106
2026-11-09,Monday,0,0,Autumn,0.4,1,0,106,92,80
2026-11-10,Tuesday,0,0,Autumn,3.3,0,0,80,91,75
2026-11-11,Wednesday,0,0,Autumn,0.7,0,0,75,81,70
2026-11-12,Thursday,0,0,Autumn,-0.0,0,0,70,85,76
2026-11-13,Friday,0,0,Autumn,5.3,0,0,76,91,86
2026-11-14,Saturday,1,0,Autumn,6.5,1,0,86,100,87
2026-11-15,Sunday,1,0,Autumn,6.1,1,0,87,106,90
2026-11-16,Monday,0,0,Autumn,6.5,0,0,90,80,73
2026-11-17,Tuesday,0,0,Autumn,4.5,0,0,73,75,80
2026-11-18,Wednesday,0,0,Autumn,3.7,0,1,80,70,87
2026-11-19,Thursday,0,0,Autumn,1.2,1,0,87,76,74
2026-11-20,Friday,0,0,Autumn,3.0,0,0,74,86,79
2026-11-21,Saturday,1,0,Autumn,0.2,1,0,79,87,78
2026-11-22,Sunday,1,0,Autumn,1.6,0,0,78,90,77
2026-11-23,Monday,0,0,Autumn,4.3,1,0,77,73,61
2026-11-24,Tuesday,0,0,Autumn,3.6,0,0,61,80,61
2026-11-25,Wednesday,0,0,Autumn,13.1,0,0,61,87,81
2026-11-26,Thursday,0,0,Autumn,-0.2,1,0,81,74,80
2026-11-27,Friday,0,0,Autumn,3.4,1,0,80,79,69
2026-11-28,Saturday,1,0,Autumn,-0.6,0,0,69,78,83
2026-11-29,Sunday,1,0,Autumn,2.5,1,0,83,77,71
2026-11-30,Monday,0,0,Autumn,2.5,0,0,71,61,70
2026-12-01,Tuesday,0,0,Winter,6.1,0,0,70,61,66
2026-12-02,Wednesday,0,0,Winter,2.1,0,0,66,81,65
2026-12-03,Thursday,0,0,Winter,2.8,0,0,65,80,74
2026-12-04,Friday,0,0,Winter,2.1,1,0,74,69,80
2026-12-05,Saturday,1,0,Winter,-0.9,1,0,80,83,67
2026-12-06,Sunday,1,0,Winter,1.3,0,0,67,71,79
2026-12-07,Monday,0,0,Winter,2.1,1,0,79,70,60
2026-12-08,Tuesday,0,0,Winter,3.4,0,0,60,66,71
2026-12-09,Wednesday,0,0,Winter,4.9,0,0,71,65,74
2026-12-10,Thursday,0,0,Winter,2.4,0,0,74,74,65
2026-12-11,Friday,0,0,Winter,2.4,1,0,65,80,66
2026-12-12,Saturday,1,0,Winter,-2.1,0,0,66,67,75
2026-12-13,Sunday,1,0,Winter,4.7,1,0,75,79,82
2026-12-14,Monday,0,0,Winter,1.0,1,0,82,60,67
2026-12-15,Tuesday,0,0,Winter,5.3,1,0,67,71,66
2026-12-16,Wednesday,0,0,Winter,7.0,1,0,66,74,61
2026-12-17,Thursday,0,0,Winter,2.4,1,0,61,65,61
2026-12-18,Friday,0,0,Winter,-0.1,1,1,61,66,70
2026-12-19,Saturday,1,0,Winter,3.0,1,0,70,75,64
2026-12-20,Sunday,1,0,Winter,4.0,0,0,64,82,77
2026-12-21,Monday,0,0,Winter,2.1,0,0,77,67,65
2026-12-22,Tuesday,0,0,Winter,1.3,1,0,65,66,69
2026-12-23,Wednesday,0,0,Winter,4.7,0,0,69,61,74
2026-12-24,Thursday,0,1,Winter,4.5,1,0,74,61,74
2026-12-25,Friday,0,1,Winter,2.0,1,0,74,70,84
2026-12-26,Saturday,1,1,Winter,-1.9,0,0,84,64,89
2026-12-27,Sunday,1,0,Winter,4.4,0,0,89,77,84
2026-12-28,Monday,0,0,Winter,0.8,0,0,84,65,60
2026-12-29,Tuesday,0,0,Winter,3.8,0,0,60,69,61
2026-12-30,Wednesday,0,0,Winter,3.6,1,0,61,74,60
2026-12-31,Thursday,0,1,Winter,-2.5,0,0,60,74,69
2027-01-01,Friday,0,1,Winter,3.5,0,1,69,84,88
2027-01-02,Saturday,1,0,Winter,4.8,0,0,88,89,98
2027-01-03,Sunday,1,0,Winter,5.2,0,0,98,84,99
2027-01-04,Monday,0,0,Winter,3.7,0,0,99,60,73
2027-01-05,Tuesday,0,0,Winter,-2.5,0,0,73,61,54
2027-01-06,Wednesday,0,0,Winter,7.3,1,0,54,60,50
2027-01-07,Thursday,0,0,Winter,4.7,0,0,50,69,70
2027-01-08,Friday,0,0,Winter,-0.1,0,0,70,88,83
2027-01-09,Saturday,1,0,Winter,1.2,0,0,83,98,81
2027-01-10,Sunday,1,0,Winter,4.4,1,0,81,99,73
2027-01-11,Monday,0,0,Winter,5.8,1,0,73,73,62
2027-01-12,Tuesday,0,0,Winter,2.3,0,0,62,54,71
2027-01-13,Wednesday,0,0,Winter,6.3,0,0,71,50,67
2027-01-14,Thursday,0,0,Winter,-1.4,1,0,67,70,62
2027-01-15,Friday,0,0,Winter,0.9,1,0,62,83,68
2027-01-16,Saturday,1,0,Winter,-2.1,1,0,68,81,60
2027-01-17,Sunday,1,0,Winter,1.5,1,0,60,73,64
2027-01-18,Monday,0,0,Winter,8.8,0,0,64,62,72
2027-01-19,Tuesday,0,0,Winter,10.5,0,0,72,71,68
2027-01-20,Wednesday,0,0,Winter,5.1,1,0,68,67,62
2027-01-21,Thursday,0,0,Winter,2.6,0,0,62,62,66
2027-01-22,Friday,0,0,Winter,3.9,0,0,66,68,63
2027-01-23,Saturday,1,0,Winter,6.1,1,0,63,60,71
2027-01-24,Sunday,1,0,Winter,0.1,1,0,71,64,62
2027-01-25,Monday,0,0,Winter,3.2,0,0,62,72,59
2027-01-26,Tuesday,0,0,Winter,9.3,1,0,59,68,58
2027-01-27,Wednesday,0,0,Winter,2.0,0,0,58,62,57
2027-01-28,Thursday,0,0,Winter,3.0,1,0,57,66,60
2027-01-29,Friday,0,0,Winter,5.3,1,0,60,63,63
2027-01-30,Saturday,1,0,Winter,6.3,1,1,63,71,78
2027-01-31,Sunday,1,0,Winter,3.7,1,0,78,62,72
2027-02-01,Monday,0,0,Winter,5.9,1,0,72,59,55
2027-02-02,Tuesday,0,0,Winter,7.6,1,0,55,58,40
2027-02-03,Wednesday,0,0,Winter,11.8,0,0,40,57,54
2027-02-04,Thursday,0,0,Winter,5.6,0,0,54,60,56
2027-02-05,Friday,0,0,Winter,6.0,0,0,56,63,69
2027-02-06,Saturday,1,0,Winter,10.8,0,0,69,78,78
2027-02-07,Sunday,1,0,Winter,4.7,1,0,78,72,62
2027-02-08,Monday,0,0,Winter,2.5,0,1,62,55,64
2027-02-09,Tuesday,0,0,Winter,7.4,1,0,64,40,62
2027-02-10,Wednesday,0,0,Winter,10.0,0,0,62,54,65
2027-02-11,Thursday,0,0,Winter,8.0,0,0,65,56,56
2027-02-12,Friday,0,0,Winter,6.8,0,0,56,69,63
2027-02-13,Saturday,1,0,Winter,2.9,0,0,63,78,72
2027-02-14,Sunday,1,0,Winter,7.2,0,0,72,62,72
2027-02-15,Monday,0,0,Winter,11.2,1,0,72,64,61
2027-02-16,Tuesday,0,0,Winter,3.9,0,0,61,62,49
2027-02-17,Wednesday,0,0,Winter,7.0,1,0,49,65,54
2027-02-18,Thursday,0,0,Winter,6.8,0,0,54,56,70
2027-02-19,Friday,0,0,Winter,6.0,1,0,70,63,64
2027-02-20,Saturday,1,0,Winter,9.0,1,1,64,72,72
2027-02-21,Sunday,1,0,Winter,9.7,0,0,72,72,88
2027-02-22,Monday,0,0,Winter,9.8,0,0,88,61,88
2027-02-23,Tuesday,0,0,Winter,5.7,1,0,88,49,64
2027-02-24,Wednesday,0,0,Winter,3.9,1,0,64,54,59
2027-02-25,Thursday,0,0,Winter,9.8,0,0,59,70,69
2027-02-26,Friday,0,0,Winter,7.6,1,1,69,64,83
2027-02-27,Saturday,1,0,Winter,14.8,0,0,83,72,80
2027-02-28,Sunday,1,0,Winter,15.1,0,0,80,88,88
2027-03-01,Monday,0,0,Spring,15.6,0,0,88,88,79
2027-03-02,Tuesday,0,0,Spring,7.0,1,0,79,64,73
2027-03-03,Wednesday,0,0,Spring,11.7,0,0,73,59,83
2027-03-04,Thursday,0,0,Spring,12.7,0,0,83,69,85
2027-03-05,Friday,0,0,Spring,12.6,0,0,85,83,84
2027-03-06,Saturday,1,0,Spring,9.4,0,0,84,80,98
2027-03-07,Sunday,1,0,Spring,14.5,0,0,98,88,94
2027-03-08,Monday,0,0,Spring,10.8,0,0,94,79,88
2027-03-09,Tuesday,0,0,Spring,11.3,1,0,88,73,73
2027-03-10,Wednesday,0,0,Spring,6.5,1,0,73,83,64
2027-03-11,Thursday,0,0,Spring,13.2,0,0,64,85,73
2027-03-12,Friday,0,0,Spring,10.7,0,0,73,84,65
2027-03-13,Saturday,1,0,Spring,13.0,0,0,65,98,81
2027-03-14,Sunday,1,0,Spring,12.5,1,0,81,94,103
2027-03-15,Monday,0,0,Spring,12.5,0,0,103,88,73
2027-03-16,Tuesday,0,0,Spring,12.0,1,0,73,73,61
2027-03-17,Wednesday,0,0,Spring,14.7,0,0,61,64,82
2027-03-18,Thursday,0,0,Spring,11.9,0,0,82,73,76
2027-03-19,Friday,0,0,Spring,8.3,0,0,76,65,76
2027-03-20,Saturday,1,0,Spring,14.5,0,0,76,81,90
2027-03-21,Sunday,1,0,Spring,10.6,0,0,90,103,86
2027-03-22,Monday,0,0,Spring,9.2,0,1,86,73,94
2027-03-23,Tuesday,0,0,Spring,10.3,0,0,94,61,80
2027-03-24,Wednesday,0,0,Spring,14.4,1,0,80,82,76
2027-03-25,Thursday,0,0,Spring,13.4,0,0,76,76,88
2027-03-26,Friday,0,0,Spring,7.5,1,0,88,76,75
2027-03-27,Saturday,1,0,Spring,12.9,1,0,75,90,88
2027-03-28,Sunday,1,0,Spring,17.7,0,0,88,86,88
2027-03-29,Monday,0,0,Spring,13.0,0,0,88,94,79
2027-03-30,Tuesday,0,0,Spring,14.0,0,0,79,80,95
2027-03-31,Wednesday,0,0,Spring,17.8,1,0,95,76,87
2027-04-01,Thursday,0,0,Spring,17.3,1,0,87,88,95
2027-04-02,Friday,0,0,Spring,18.1,1,0,95,75,88
2027-04-03,Saturday,1,0,Spring,6.9,0,0,88,88,87
2027-04-04,Sunday,1,0,Spring,20.6,1,0,87,88,71
2027-04-05,Monday,0,0,Spring,17.5,0,0,71,79,75
2027-04-06,Tuesday,0,0,Spring,23.1,0,0,75,95,76
2027-04-07,Wednesday,0,0,Spring,13.5,0,0,76,87,83
2027-04-08,Thursday,0,0,Spring,10.8,0,0,83,95,80
2027-04-09,Friday,0,0,Spring,16.2,0,1,80,88,101
2027-04-10,Saturday,1,0,Spring,15.5,0,0,101,87,118
2027-04-11,Sunday,1,0,Spring,18.5,1,0,118,71,121
