date,day_of_week,season,temperature,rain,local_event,predicted_total_demand,dish1_sales_yesterday,dish2_sales_yesterday,dish3_sales_yesterday,dish1_probability,dish2_probability,dish3_probability
2040-09-27,Thursday,Autumn,13.6,0,0,92,60,10,34,0.568,0.171,0.261
2040-09-28,Friday,Autumn,15.7,0,0,100,61,17,40,0.552,0.184,0.264
2040-09-29,Saturday,Autumn,11.4,0,0,117,57,17,39,0.529,0.195,0.276
2040-09-30,Sunday,Autumn,25.2,0,0,167,54,9,38,0.593,0.154,0.253
2040-10-01,Monday,Autumn,19.4,1,0,94,58,9,39,0.554,0.152,0.294
2040-10-02,Tuesday,Autumn,5.6,0,0,64,65,5,35,0.555,0.163,0.282
2040-10-03,Wednesday,Autumn,16.8,0,1,133,62,10,39,0.55,0.196,0.254
2040-10-04,Thursday,Autumn,16.5,1,0,57,63,17,34,0.547,0.178,0.275
2040-10-05,Friday,Autumn,21.5,0,0,102,60,18,32,0.584,0.184,0.232
2040-10-06,Saturday,Autumn,-14.1,0,0,87,64,26,31,0.414,0.282,0.305
2040-10-07,Sunday,Autumn,32.6,1,1,192,66,30,34,0.562,0.213,0.224
2040-10-08,Monday,Autumn,-4.5,0,0,66,74,32,34,0.477,0.258,0.265
2040-10-09,Tuesday,Autumn,11.5,0,0,109,69,33,29,0.542,0.236,0.222
2040-10-10,Wednesday,Autumn,22.4,0,0,98,64,35,27,0.571,0.227,0.202
2040-10-11,Thursday,Autumn,15.6,0,0,99,51,46,19,0.517,0.289,0.194
2040-10-12,Friday,Autumn,11.9,0,0,90,49,40,17,0.512,0.287,0.2
2040-10-13,Saturday,Autumn,11.6,0,0,143,46,36,16,0.514,0.282,0.204
2040-10-14,Sunday,Autumn,12.8,0,1,167,40,38,18,0.475,0.322,0.202
2040-10-15,Monday,Autumn,22.5,0,0,116,40,40,23,0.526,0.267,0.207
2040-10-16,Tuesday,Autumn,22.6,1,1,113,32,48,31,0.446,0.304,0.25
2040-10-17,Wednesday,Autumn,14.8,0,0,101,36,46,41,0.444,0.287,0.269
2040-10-18,Thursday,Autumn,12.9,0,0,95,41,38,39,0.462,0.267,0.271
2040-10-19,Friday,Autumn,29.0,0,0,118,44,31,44,0.537,0.211,0.252
2040-10-20,Saturday,Autumn,26.0,0,1,207,43,26,43,0.514,0.235,0.251
2040-10-21,Sunday,Autumn,3.8,0,0,110,40,17,42,0.445,0.224,0.33
2040-10-22,Monday,Autumn,-5.9,0,1,112,37,17,36,0.364,0.302,0.335
2040-10-23,Tuesday,Autumn,26.1,0,0,108,37,29,29,0.544,0.228,0.228
2040-10-24,Wednesday,Autumn,22.7,1,0,85,37,30,29,0.507,0.228,0.266
2040-10-25,Thursday,Autumn,15.2,0,1,142,36,30,26,0.477,0.291,0.232
2040-10-26,Friday,Autumn,18.8,0,0,98,44,32,22,0.537,0.25,0.213
2040-10-27,Saturday,Autumn,15.8,0,1,168,50,28,16,0.533,0.277,0.19
2040-10-28,Sunday,Autumn,22.6,1,0,136,47,35,10,0.552,0.247,0.202
2040-10-29,Monday,Autumn,18.5,1,0,77,45,32,14,0.53,0.246,0.224
2040-10-30,Tuesday,Autumn,5.1,0,0,88,39,35,7,0.484,0.321,0.195
2040-10-31,Wednesday,Autumn,24.1,1,0,112,44,37,10,0.548,0.252,0.2
2040-11-01,Thursday,Autumn,-2.8,1,1,86,44,31,13,0.402,0.337,0.261
2040-11-02,Friday,Autumn,25.1,0,0,123,46,27,6,0.609,0.235,0.156
2040-11-03,Saturday,Autumn,18.1,0,0,156,46,27,9,0.576,0.247,0.177
2040-11-04,Sunday,Autumn,4.5,0,0,132,42,28,13,0.491,0.288,0.221
2040-11-05,Monday,Autumn,25.7,0,0,105,31,16,13,0.593,0.21,0.198
2040-11-06,Tuesday,Autumn,18.6,0,0,114,32,12,5,0.596,0.218,0.186
2040-11-07,Wednesday,Autumn,23.7,0,0,96,41,12,5,0.634,0.197,0.169
2040-11-08,Thursday,Autumn,8.6,0,0,66,38,11,5,0.565,0.232,0.203
2040-11-09,Friday,Autumn,28.9,0,0,119,44,23,5,0.63,0.218,0.152
2040-11-10,Saturday,Autumn,4.6,0,0,114,49,31,5,0.522,0.297,0.182
2040-11-11,Sunday,Autumn,9.1,0,0,143,46,25,5,0.551,0.269,0.181
2040-11-12,Monday,Autumn,5.7,1,1,113,41,23,5,0.472,0.302,0.226
2040-11-13,Tuesday,Autumn,0.7,1,0,83,44,27,5,0.469,0.288,0.243
2040-11-14,Wednesday,Autumn,9.3,1,0,88,38,28,6,0.496,0.274,0.231
2040-11-15,Thursday,Autumn,29.0,0,0,136,34,25,5,0.608,0.234,0.157
2040-11-16,Friday,Autumn,14.2,0,1,117,37,25,5,0.526,0.304,0.17
2040-11-17,Saturday,Autumn,17.4,0,1,167,48,22,8,0.564,0.268,0.168
2040-11-18,Sunday,Autumn,-2.4,1,0,111,48,19,12,0.465,0.256,0.279
2040-11-19,Monday,Autumn,16.8,0,0,105,57,13,8,0.628,0.196,0.176
2040-11-20,Tuesday,Autumn,7.4,0,0,86,64,23,9,0.578,0.239,0.183
2040-11-21,Wednesday,Autumn,20.8,1,0,94,70,20,5,0.625,0.192,0.182
2040-11-22,Thursday,Autumn,22.7,0,0,122,69,27,5,0.64,0.218,0.142
2040-11-23,Friday,Autumn,24.6,1,0,84,77,33,5,0.62,0.215,0.165
2040-11-24,Saturday,Autumn,19.4,0,1,182,91,32,5,0.627,0.246,0.126
2040-11-25,Sunday,Autumn,0.4,0,0,125,89,33,5,0.586,0.26,0.154
2040-11-26,Monday,Autumn,28.8,0,0,128,85,35,9,0.654,0.212,0.134
2040-11-27,Tuesday,Autumn,1.2,0,0,72,86,34,6,0.579,0.263,0.158
2040-11-28,Wednesday,Autumn,17.9,0,0,96,82,32,5,0.635,0.228,0.137
2040-11-29,Thursday,Autumn,21.2,1,1,121,79,33,5,0.591,0.247,0.162
2040-11-30,Friday,Autumn,24.4,1,0,93,68,30,5,0.613,0.215,0.173
2040-12-01,Saturday,Winter,18.2,0,0,140,65,34,9,0.596,0.246,0.158
2040-12-02,Sunday,Winter,35.2,1,0,152,64,36,18,0.603,0.207,0.19
2040-12-03,Monday,Winter,2.8,0,0,94,62,31,21,0.51,0.265,0.225
2040-12-04,Tuesday,Winter,11.9,0,0,107,59,25,19,0.56,0.232,0.209
2040-12-05,Wednesday,Winter,12.1,1,1,87,60,26,12,0.527,0.261,0.212
2040-12-06,Thursday,Winter,5.1,0,0,86,62,18,5,0.586,0.235,0.179
2040-12-07,Friday,Winter,2.3,0,0,79,68,9,5,0.611,0.204,0.185
2040-12-08,Saturday,Winter,23.9,0,0,159,70,5,5,0.698,0.151,0.151
2040-12-09,Sunday,Winter,16.4,1,1,150,77,10,9,0.61,0.197,0.193
2040-12-10,Monday,Winter,29.6,1,0,105,77,12,6,0.675,0.153,0.172
2040-12-11,Tuesday,Winter,8.3,1,0,80,73,11,9,0.599,0.181,0.22
2040-12-12,Wednesday,Winter,20.6,0,0,101,80,16,12,0.659,0.177,0.164
2040-12-13,Thursday,Winter,27.3,0,1,152,79,14,13,0.652,0.194,0.153
2040-12-14,Friday,Winter,18.3,0,0,120,79,8,11,0.672,0.158,0.169
2040-12-15,Saturday,Winter,1.4,0,0,114,79,11,10,0.611,0.197,0.192
2040-12-16,Sunday,Winter,28.2,0,1,183,88,7,11,0.684,0.17,0.145
2040-12-17,Monday,Winter,15.3,0,0,116,87,9,11,0.673,0.16,0.167
2040-12-18,Tuesday,Winter,4.2,0,0,66,85,11,6,0.643,0.189,0.169
2040-12-19,Wednesday,Winter,3.1,1,0,64,78,15,6,0.587,0.201,0.213
2040-12-20,Thursday,Winter,12.9,0,0,95,85,15,5,0.663,0.187,0.15
2040-12-21,Friday,Winter,10.8,0,1,117,87,6,5,0.652,0.198,0.15
2040-12-22,Saturday,Winter,11.2,0,0,140,87,7,5,0.681,0.163,0.156
2040-12-23,Sunday,Winter,22.5,0,0,158,83,5,18,0.68,0.138,0.182
2040-12-24,Monday,Winter,10.9,0,0,93,77,5,25,0.62,0.153,0.227
2040-12-25,Tuesday,Winter,23.9,1,0,103,72,5,25,0.627,0.134,0.239
2040-12-26,Wednesday,Winter,34.1,0,0,127,70,10,30,0.656,0.141,0.203
2040-12-27,Thursday,Winter,2.4,0,0,83,73,17,29,0.545,0.204,0.251
2040-12-28,Friday,Winter,21.0,0,0,120,79,19,24,0.627,0.178,0.195
2040-12-29,Saturday,Winter,9.8,1,0,116,81,16,16,0.593,0.183,0.225
2040-12-30,Sunday,Winter,22.1,0,0,153,73,11,23,0.64,0.16,0.2
2040-12-31,Monday,Winter,12.9,0,1,156,59,9,25,0.559,0.213,0.228
2041-01-01,Tuesday,Winter,19.5,0,0,88,58,7,20,0.624,0.163,0.213
2041-01-02,Wednesday,Winter,-5.9,1,0,49,65,5,13,0.523,0.192,0.285
2041-01-03,Thursday,Winter,36.1,0,0,137,62,6,9,0.706,0.142,0.152
2041-01-04,Friday,Winter,36.4,1,1,145,64,5,10,0.657,0.164,0.179
2041-01-05,Saturday,Winter,27.2,0,0,155,71,5,7,0.703,0.145,0.152
2041-01-06,Sunday,Winter,12.2,0,0,131,66,5,7,0.651,0.17,0.179
2041-01-07,Monday,Winter,26.3,0,0,110,65,5,5,0.698,0.151,0.151
2041-01-08,Tuesday,Winter,-2.3,0,1,93,70,5,8,0.566,0.237,0.197
2041-01-09,Wednesday,Winter,24.9,0,1,137,60,5,10,0.645,0.19,0.165
2041-01-10,Thursday,Winter,23.2,0,0,111,67,9,7,0.677,0.165,0.158
2041-01-11,Friday,Winter,42.6,0,0,161,63,11,5,0.72,0.15,0.131
2041-01-12,Saturday,Winter,46.3,0,0,178,65,8,13,0.718,0.133,0.148
2041-01-13,Sunday,Winter,15.0,1,0,104,66,7,14,0.609,0.16,0.231
2041-01-14,Monday,Winter,20.0,0,0,99,64,9,9,0.658,0.171,0.171
2041-01-15,Tuesday,Winter,15.6,1,0,60,69,7,13,0.618,0.158,0.224
2041-01-16,Wednesday,Winter,-6.5,0,1,92,72,7,16,0.526,0.244,0.23
2041-01-17,Thursday,Winter,8.0,1,0,86,69,10,7,0.598,0.183,0.219
2041-01-18,Friday,Winter,11.2,0,0,102,63,9,5,0.636,0.19,0.173
2041-01-19,Saturday,Winter,-3.2,0,1,149,63,19,5,0.518,0.299,0.183
2041-01-20,Sunday,Winter,17.6,1,1,163,63,14,10,0.58,0.217,0.203
2041-01-21,Monday,Winter,17.1,1,0,105,61,13,8,0.607,0.183,0.21
2041-01-22,Tuesday,Winter,11.8,0,1,117,59,6,8,0.6,0.22,0.18
2041-01-23,Wednesday,Winter,23.3,1,0,97,57,5,5,0.647,0.154,0.199
2041-01-24,Thursday,Winter,6.3,0,1,125,56,5,5,0.581,0.236,0.183
2041-01-25,Friday,Winter,26.6,0,0,122,60,5,7,0.686,0.153,0.161
2041-01-26,Saturday,Winter,17.1,0,0,130,55,5,5,0.654,0.173,0.173
2041-01-27,Sunday,Winter,11.5,0,0,127,53,6,5,0.626,0.189,0.185
2041-01-28,Monday,Winter,21.5,1,1,151,56,5,5,0.611,0.194,0.194
2041-01-29,Tuesday,Winter,1.2,0,0,67,57,9,5,0.581,0.219,0.2
2041-01-30,Wednesday,Winter,4.7,0,0,79,60,5,5,0.616,0.192,0.192
2041-01-31,Thursday,Winter,3.7,1,1,91,62,5,5,0.553,0.223,0.223
2041-02-01,Friday,Winter,12.0,0,0,107,60,5,5,0.645,0.178,0.178
2041-02-02,Saturday,Winter,6.0,1,1,130,56,12,5,0.534,0.247,0.218
2041-02-03,Sunday,Winter,20.8,0,0,159,54,15,5,0.639,0.2,0.161
2041-02-04,Monday,Winter,16.3,0,0,109,51,14,5,0.62,0.209,0.171
2041-02-05,Tuesday,Winter,-2.7,1,0,64,45,18,6,0.469,0.265,0.265
2041-02-06,Wednesday,Winter,-13.2,1,0,40,35,21,5,0.346,0.339,0.315
2041-02-07,Thursday,Winter,21.1,1,0,93,33,25,5,0.548,0.242,0.21
2041-02-08,Friday,Winter,10.7,0,0,99,33,32,5,0.51,0.306,0.184
2041-02-09,Saturday,Winter,9.2,0,0,155,30,40,5,0.476,0.341,0.184
2041-02-10,Sunday,Winter,0.1,1,0,108,33,33,8,0.413,0.324,0.263
2041-02-11,Monday,Winter,18.2,0,0,106,30,37,5,0.528,0.302,0.17
2041-02-12,Tuesday,Winter,7.3,0,1,123,32,27,5,0.473,0.341,0.186
2041-02-13,Wednesday,Winter,14.6,0,0,84,32,22,5,0.551,0.263,0.186
2041-02-14,Thursday,Winter,21.5,0,0,116,45,16,7,0.618,0.209,0.173
2041-02-15,Friday,Winter,5.9,1,1,108,42,22,8,0.472,0.293,0.235
2041-02-16,Saturday,Winter,24.9,1,0,125,39,22,16,0.559,0.21,0.231
2041-02-17,Sunday,Winter,19.1,0,0,155,36,26,10,0.559,0.253,0.188
2041-02-18,Monday,Winter,0.8,1,0,41,38,25,15,0.435,0.278,0.287
2041-02-19,Tuesday,Winter,12.5,0,0,92,37,31,10,0.52,0.285,0.195
2041-02-20,Wednesday,Winter,14.3,0,0,117,31,26,12,0.521,0.27,0.209
2041-02-21,Thursday,Winter,23.2,0,0,106,25,14,10,0.582,0.218,0.2
2041-02-22,Friday,Winter,16.9,1,1,115,25,11,5,0.514,0.256,0.23
2041-02-23,Saturday,Winter,24.7,1,1,175,30,15,6,0.55,0.242,0.207
2041-02-24,Sunday,Winter,14.3,0,0,147,36,10,5,0.591,0.216,0.193
2041-02-25,Monday,Winter,26.6,1,0,105,41,10,13,0.601,0.172,0.228
2041-02-26,Tuesday,Winter,7.7,1,0,63,32,5,10,0.514,0.201,0.284
2041-02-27,Wednesday,Winter,-0.8,0,0,71,34,8,8,0.497,0.252,0.252
2041-02-28,Thursday,Winter,8.4,0,0,69,39,10,8,0.561,0.224,0.215
2041-03-01,Friday,Spring,4.0,0,0,73,45,10,5,0.562,0.232,0.206
2041-03-02,Saturday,Spring,34.4,1,1,157,43,5,5,0.632,0.184,0.184
2041-03-03,Sunday,Spring,10.5,0,0,136,38,5,5,0.592,0.204,0.204
2041-03-04,Monday,Spring,7.0,1,1,115,30,8,8,0.474,0.263,0.263
2041-03-05,Tuesday,Spring,3.8,0,0,61,35,5,10,0.533,0.22,0.247
2041-03-06,Wednesday,Spring,13.8,0,0,107,29,5,15,0.558,0.197,0.245
2041-03-07,Thursday,Spring,10.1,0,0,91,34,5,18,0.543,0.197,0.26
2041-03-08,Friday,Spring,33.9,0,0,138,32,10,13,0.638,0.175,0.186
2041-03-09,Saturday,Spring,17.0,0,0,144,32,15,10,0.567,0.227,0.205
2041-03-10,Sunday,Spring,-5.5,1,0,104,31,17,14,0.385,0.283,0.332
2041-03-11,Monday,Spring,14.5,0,0,86,27,18,18,0.516,0.242,0.242
2041-03-12,Tuesday,Spring,20.6,0,1,148,31,17,16,0.535,0.258,0.207
2041-03-13,Wednesday,Spring,10.9,0,0,89,30,13,18,0.517,0.23,0.253
2041-03-14,Thursday,Spring,12.9,1,1,100,30,5,19,0.489,0.226,0.285
2041-03-15,Friday,Spring,3.6,0,0,83,27,5,26,0.464,0.213,0.323
2041-03-16,Saturday,Spring,23.3,0,0,171,22,5,24,0.563,0.177,0.259
2041-03-17,Sunday,Spring,14.5,0,1,186,15,5,26,0.467,0.246,0.287
2041-03-18,Monday,Spring,3.3,0,0,91,13,7,33,0.39,0.234,0.376
2041-03-19,Tuesday,Spring,10.7,0,0,118,9,6,31,0.437,0.217,0.346
2041-03-20,Wednesday,Spring,7.8,0,0,92,17,8,36,0.429,0.217,0.354
2041-03-21,Thursday,Spring,-1.6,0,0,72,16,16,41,0.329,0.27,0.4
2041-03-22,Friday,Spring,24.9,0,0,124,11,10,41,0.496,0.189,0.316
2041-03-23,Saturday,Spring,17.1,0,0,152,13,8,37,0.472,0.199,0.329
2041-03-24,Sunday,Spring,13.5,1,1,166,17,9,36,0.417,0.236,0.347
2041-03-25,Monday,Spring,-2.2,0,0,78,13,8,32,0.342,0.258,0.399
2041-03-26,Tuesday,Spring,-0.6,1,0,49,17,11,27,0.354,0.249,0.397
2041-03-27,Wednesday,Spring,9.1,0,0,89,12,17,31,0.412,0.259,0.328
2041-03-28,Thursday,Spring,13.7,0,0,98,15,22,26,0.452,0.265,0.283
2041-03-29,Friday,Spring,8.5,0,0,91,13,31,33,0.382,0.305,0.314
2041-03-30,Saturday,Spring,1.8,0,1,160,15,32,35,0.318,0.361,0.321
2041-03-31,Sunday,Spring,21.0,0,0,167,14,28,30,0.47,0.261,0.269
2041-04-01,Monday,Spring,19.0,0,1,143,24,25,35,0.459,0.274,0.267
2041-04-02,Tuesday,Spring,20.1,1,0,80,13,22,34,0.444,0.23,0.326
2041-04-03,Wednesday,Spring,16.6,0,0,99,10,18,38,0.438,0.237,0.325
2041-04-04,Thursday,Spring,17.7,0,0,110,11,15,34,0.461,0.227,0.312
2041-04-05,Friday,Spring,22.2,1,0,98,5,9,28,0.47,0.197,0.333
2041-04-06,Saturday,Spring,20.4,1,0,125,5,24,25,0.436,0.254,0.309
2041-04-07,Sunday,Spring,42.6,1,0,167,5,21,27,0.542,0.198,0.26
2041-04-08,Monday,Spring,15.2,0,1,143,5,15,32,0.409,0.284,0.307
2041-04-09,Tuesday,Spring,11.8,0,1,111,6,15,36,0.382,0.288,0.329
2041-04-10,Wednesday,Spring,7.6,0,0,79,6,9,38,0.382,0.234,0.385
2041-04-11,Thursday,Spring,18.0,0,1,144,8,5,39,0.441,0.232,0.328
2041-04-12,Friday,Spring,2.5,0,0,88,11,8,43,0.353,0.231,0.415
2041-04-13,Saturday,Spring,20.1,0,1,195,13,12,38,0.455,0.244,0.301
2041-04-14,Sunday,Spring,25.4,0,0,150,20,5,42,0.528,0.163,0.31
2041-04-15,Monday,Spring,10.9,0,0,92,15,11,45,0.419,0.213,0.368
2041-04-16,Tuesday,Spring,29.0,0,0,139,12,9,42,0.518,0.176,0.306
2041-04-17,Wednesday,Spring,19.7,0,0,94,15,5,40,0.492,0.178,0.33
2041-04-18,Thursday,Spring,13.1,1,0,100,17,5,33,0.45,0.185,0.365
2041-04-19,Friday,Spring,15.6,1,0,56,23,5,28,0.491,0.178,0.33
2041-04-20,Saturday,Spring,14.5,1,0,133,31,6,34,0.492,0.172,0.336
2041-04-21,Sunday,Spring,-1.7,1,0,84,27,5,34,0.383,0.206,0.411
2041-04-22,Monday,Spring,28.6,0,0,128,29,5,34,0.577,0.156,0.267
2041-04-23,Tuesday,Spring,21.0,0,0,92,24,5,39,0.523,0.169,0.308
2041-04-24,Wednesday,Spring,8.5,0,1,126,22,10,37,0.42,0.257,0.323
2041-04-25,Thursday,Spring,3.5,1,0,69,26,14,40,0.388,0.222,0.39
2041-04-26,Friday,Spring,3.8,0,1,99,27,22,41,0.378,0.296,0.326
2041-04-27,Saturday,Spring,44.0,1,0,170,30,14,44,0.572,0.151,0.277
2041-04-28,Sunday,Spring,15.6,0,0,141,35,12,50,0.487,0.184,0.329
2041-04-29,Monday,Spring,14.2,1,0,80,30,7,51,0.454,0.165,0.381
2041-04-30,Tuesday,Spring,-2.4,0,0,85,31,5,44,0.396,0.205,0.399
2041-05-01,Wednesday,Spring,27.9,0,0,138,36,5,46,0.563,0.146,0.292
2041-05-02,Thursday,Spring,17.7,0,0,90,31,6,45,0.509,0.168,0.323
2041-05-03,Friday,Spring,23.0,1,0,95,39,12,44,0.517,0.166,0.317
2041-05-04,Saturday,Spring,16.9,1,1,145,44,5,43,0.495,0.186,0.319
2041-05-05,Sunday,Spring,19.1,0,0,156,42,5,40,0.552,0.157,0.291
2041-05-06,Monday,Spring,16.3,0,0,98,47,5,42,0.547,0.156,0.297
2041-05-07,Tuesday,Spring,10.6,1,0,77,41,5,41,0.485,0.162,0.352
2041-05-08,Wednesday,Spring,10.2,0,0,82,42,8,41,0.504,0.18,0.316
2041-05-09,Thursday,Spring,22.8,0,0,114,39,5,37,0.567,0.156,0.277
2041-05-10,Friday,Spring,16.4,0,0,97,35,5,39,0.527,0.167,0.306
2041-05-11,Saturday,Spring,2.8,1,0,95,35,7,37,0.43,0.191,0.378
2041-05-12,Sunday,Spring,9.3,0,1,150,34,5,40,0.463,0.221,0.317
2041-05-13,Monday,Spring,10.1,0,1,123,35,5,44,0.462,0.214,0.324
2041-05-14,Tuesday,Spring,24.8,0,0,123,43,5,51,0.554,0.143,0.303
2041-05-15,Wednesday,Spring,20.8,0,0,99,49,5,45,0.562,0.147,0.291
2041-05-16,Thursday,Spring,20.2,0,1,128,50,10,38,0.542,0.201,0.257
2041-05-17,Friday,Spring,24.5,0,0,110,43,12,38,0.565,0.171,0.264
2041-05-18,Saturday,Spring,2.6,0,0,127,47,13,39,0.472,0.209,0.32
2041-05-19,Sunday,Spring,21.5,1,0,131,47,13,42,0.529,0.166,0.305
2041-05-20,Monday,Spring,23.2,0,1,144,40,12,39,0.529,0.209,0.262
2041-05-21,Tuesday,Spring,5.2,0,0,86,37,15,43,0.447,0.217,0.336
2041-05-22,Wednesday,Spring,16.1,0,0,103,40,19,44,0.499,0.204,0.297
2041-05-23,Thursday,Spring,0.7,0,1,126,32,17,46,0.375,0.277,0.349
2041-05-24,Friday,Spring,-12.4,1,0,63,32,21,47,0.271,0.273,0.455
2041-05-25,Saturday,Spring,12.1,1,0,116,32,17,45,0.442,0.203,0.356
2041-05-26,Sunday,Spring,15.0,0,0,140,37,15,49,0.486,0.193,0.321
2041-05-27,Monday,Spring,5.4,0,1,125,28,10,40,0.414,0.254,0.333
2041-05-28,Tuesday,Spring,22.9,0,1,142,16,5,39,0.488,0.212,0.3
2041-05-29,Wednesday,Spring,12.8,0,0,96,23,5,39,0.478,0.184,0.337
2041-05-30,Thursday,Spring,22.1,0,0,112,21,5,37,0.525,0.171,0.304
2041-05-31,Friday,Spring,12.0,0,0,85,17,5,39,0.456,0.192,0.352
2041-06-01,Saturday,Summer,23.8,0,0,147,22,5,39,0.531,0.166,0.303
2041-06-02,Sunday,Summer,2.6,1,0,108,15,5,41,0.357,0.203,0.44
2041-06-03,Monday,Summer,14.7,1,0,103,9,5,51,0.402,0.175,0.423
2041-06-04,Tuesday,Summer,1.4,0,0,75,10,5,64,0.31,0.201,0.489
2041-06-05,Wednesday,Summer,20.2,0,0,109,11,5,63,0.439,0.164,0.397
2041-06-06,Thursday,Summer,16.2,0,0,105,5,5,67,0.392,0.173,0.435
2041-06-07,Friday,Summer,-2.0,0,0,78,5,5,71,0.249,0.208,0.543
2041-06-08,Saturday,Summer,21.7,0,0,143,15,7,79,0.428,0.156,0.417
2041-06-09,Sunday,Summer,6.6,0,0,124,9,9,84,0.311,0.188,0.501
2041-06-10,Monday,Summer,2.4,0,0,72,6,5,83,0.276,0.186,0.539
2041-06-11,Tuesday,Summer,15.2,0,0,113,7,5,84,0.366,0.161,0.473
2041-06-12,Wednesday,Summer,9.2,1,0,89,5,6,87,0.301,0.166,0.533
2041-06-13,Thursday,Summer,9.0,0,1,130,6,5,78,0.315,0.217,0.468
2041-06-14,Friday,Summer,7.1,0,0,93,6,5,86,0.307,0.174,0.519
2041-06-15,Saturday,Summer,29.7,0,1,199,13,5,84,0.438,0.172,0.39
2041-06-16,Sunday,Summer,13.1,1,0,116,9,5,83,0.344,0.156,0.5
2041-06-17,Monday,Summer,18.4,0,0,113,5,5,77,0.389,0.163,0.448
2041-06-18,Tuesday,Summer,22.6,0,0,113,11,5,76,0.43,0.153,0.417
2041-06-19,Wednesday,Summer,18.0,0,0,97,17,5,77,0.42,0.154,0.425
2041-06-20,Thursday,Summer,19.3,1,0,80,13,5,77,0.398,0.149,0.453
2041-06-21,Friday,Summer,16.3,0,0,100,14,8,82,0.391,0.165,0.444
2041-06-22,Saturday,Summer,28.5,0,1,192,13,13,77,0.431,0.199,0.369
2041-06-23,Sunday,Summer,29.7,0,0,163,16,9,73,0.473,0.154,0.373
2041-06-24,Monday,Summer,31.7,1,0,111,21,5,76,0.475,0.13,0.395
2041-06-25,Tuesday,Summer,-1.5,1,0,54,21,5,84,0.287,0.169,0.544
2041-06-26,Wednesday,Summer,8.1,0,0,79,15,5,89,0.34,0.163,0.497
2041-06-27,Thursday,Summer,7.6,0,0,85,13,11,92,0.319,0.183,0.498
2041-06-28,Friday,Summer,-2.0,1,0,41,14,9,90,0.247,0.185,0.568
2041-06-29,Saturday,Summer,13.0,0,0,143,23,5,95,0.383,0.147,0.47
2041-06-30,Sunday,Summer,37.5,0,0,188,18,5,95,0.481,0.124,0.395
2041-07-01,Monday,Summer,12.6,0,0,97,17,9,93,0.362,0.165,0.473
2041-07-02,Tuesday,Summer,20.3,0,1,138,14,5,104,0.37,0.173,0.457
2041-07-03,Wednesday,Summer,15.4,0,0,95,6,20,107,0.317,0.192,0.491
2041-07-04,Thursday,Summer,14.6,0,0,101,8,12,109,0.324,0.168,0.508
2041-07-05,Friday,Summer,3.2,0,1,118,5,11,114,0.228,0.218,0.554
2041-07-06,Saturday,Summer,20.5,1,0,135,5,14,112,0.33,0.16,0.511
2041-07-07,Sunday,Summer,7.7,0,0,145,7,7,118,0.275,0.158,0.566
2041-07-08,Monday,Summer,11.5,0,0,86,10,5,114,0.314,0.147,0.538
2041-07-09,Tuesday,Summer,28.9,0,1,143,16,5,109,0.408,0.158,0.433
2041-07-10,Wednesday,Summer,17.7,0,1,130,18,8,106,0.361,0.181,0.458
2041-07-11,Thursday,Summer,0.4,0,0,70,25,7,110,0.295,0.16,0.545
2041-07-12,Friday,Summer,27.5,0,0,121,29,5,115,0.437,0.12,0.443
2041-07-13,Saturday,Summer,10.0,1,1,141,34,6,102,0.356,0.17,0.473
2041-07-14,Sunday,Summer,4.2,1,0,97,35,5,95,0.352,0.144,0.503
2041-07-15,Monday,Summer,22.7,0,0,114,34,5,94,0.456,0.13,0.414
2041-07-16,Tuesday,Summer,14.5,1,1,108,39,7,99,0.391,0.166,0.443
2041-07-17,Wednesday,Summer,-0.7,0,0,77,37,9,93,0.343,0.17,0.487
2041-07-18,Thursday,Summer,22.7,0,0,107,27,5,89,0.448,0.136,0.415
2041-07-19,Friday,Summer,13.8,1,0,58,23,11,88,0.373,0.161,0.466
2041-07-20,Saturday,Summer,26.5,0,0,173,33,18,82,0.468,0.167,0.365
2041-07-21,Sunday,Summer,29.8,0,0,149,38,23,80,0.485,0.173,0.341
2041-07-22,Monday,Summer,23.6,0,0,91,38,19,91,0.452,0.166,0.382
2041-07-23,Tuesday,Summer,24.2,0,0,115,46,17,98,0.463,0.152,0.385
2041-07-24,Wednesday,Summer,11.2,0,0,104,43,21,99,0.397,0.179,0.424
2041-07-25,Thursday,Summer,15.6,0,0,94,42,15,96,0.426,0.16,0.414
2041-07-26,Friday,Summer,21.2,0,0,122,45,15,94,0.458,0.153,0.389
2041-07-27,Saturday,Summer,22.7,0,0,162,52,15,94,0.477,0.147,0.376
2041-07-28,Sunday,Summer,4.1,0,0,120,49,16,96,0.388,0.173,0.439
2041-07-29,Monday,Summer,17.0,0,0,118,49,18,92,0.448,0.164,0.388
2041-07-30,Tuesday,Summer,7.1,0,0,102,43,16,94,0.391,0.174,0.435
2041-07-31,Wednesday,Summer,-2.1,0,0,88,48,27,97,0.339,0.212,0.448
2041-08-01,Thursday,Summer,25.5,0,0,137,37,32,99,0.431,0.191,0.379
2041-08-02,Friday,Summer,24.1,1,1,128,33,36,101,0.384,0.222,0.394
2041-08-03,Saturday,Summer,11.3,0,0,131,30,36,96,0.353,0.228,0.419
2041-08-04,Sunday,Summer,14.1,0,0,136,29,29,98,0.37,0.206,0.425
2041-08-05,Monday,Summer,21.2,0,0,119,30,34,103,0.392,0.204,0.404
2041-08-06,Tuesday,Summer,6.5,1,0,78,26,35,105,0.297,0.223,0.48
